Pers.no.,Action Type,Reason for Action,CoCd,Company Code,Personnel Area,Personnel Subarea,Cost ctr,Cost Center,Organizational Unit,Start date Action
90003374,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10100,JKT Batch,Batch & Furnace,1/12/2018
90003376,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10240,JKT Maintenance-Mc,Mechanical Engineering,1/07/2019
90003378,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10330,JKT Purchasing,Procurement,16/01/2019
90003380,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10570,JKT Distribution,Planning,1/01/2019
90003385,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Manufacturing,1/01/2019
90003386,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Manufacturing,1/01/2019
90003387,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10130,JKT Forming,Line 22 Shift C,15/08/2018
90003390,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 11 Shift A,6/02/2019
90003396,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10260,JKT Plant Reliabilty,Mechanical Engineering,1/02/2019
90003400,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 12 Shift C,1/03/2019
90003409,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10300,JKT Finance,Finance,8/03/2019
10000001,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Elec,1230,NZ Maint - Elec Plan,Electrical,28/02/1995
10000004,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products C Shift,23/05/2011
10000005,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,1/11/2011
10000006,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1120,NZ Forming Services,Forming Services,21/09/2002
10000007,Auto Terminations,Retrenchment (NZ Only 2010+),1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,24/06/2004
10000008,Auto Terminations,Retrenchment (NZ Only 2010+),1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Wages Other,1580,NZ Warehousing,Purchasing,29/03/2008
10000010,Auto Terminations,Dismissal,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,6/03/2002
10000012,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming C Shift,24/08/2016
10000014,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1240,NZ Maint - Machine,Machine Maintenance,29/06/2002
10000015,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,1/05/2009
10000016,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1120,NZ Forming Services,Forming,7/04/2018
10000017,Auto Terminations,Dismissal,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming A Shift,27/05/2000
10000019,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Wages Other,1290,NZ HR & Training,Human Resources,23/12/2000
10000020,Termination (HR checklist),Contract Expired,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Wages Other,1210,NZ Mould Repairs,Forming Services,17/11/2009
10000021,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,15/10/2002
10000024,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming A Shift,12/02/2000
10000025,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,5/12/2007
10000026,Auto Terminations,Dismissal,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1160,NZ Inspect,Finished Products,1/09/2001
10000028,Auto Terminations,Retrenchment (NZ Only 2010+),1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1190,NZ Resort,Finished Products,11/06/2004
10000029,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1110,NZ Melt,Process Control,3/02/2016
10000030,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1220,NZ Maint - General,Plant Maintenance,5/03/2004
10000034,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1270,NZ Manufacturing,Purchasing,10/03/2009
10000036,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming B Shift,15/03/2013
10000037,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming A Shift,23/10/1999
10000038,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,6/12/2008
10000040,Auto Terminations,Deceased,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,11/08/2012
10000046,Auto Terminations,Dismissal,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products C Shift,8/03/2001
10000047,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1130,NZ Forming,Forming,11/07/2006
10000049,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,31/12/2011
10000050,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,18/06/2000
10000051,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1190,NZ Resort,Resort - Day,1/01/2009
10000052,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Elec,1270,NZ Manufacturing,Electrical,22/10/2002
10000053,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming C Shift,23/07/2011
10000054,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,28/03/2019
10000056,Auto Terminations,Dismissal,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming B Shift,19/11/2002
10000057,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Elec,1230,NZ Maint - Elec Plan,Electrical,1/07/2006
10000060,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1220,NZ Maint - General,Plant Maintenance,31/05/2014
10000063,Auto Terminations,Dismissal,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products D Shift,11/07/2006
10000064,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1110,NZ Melt,Process Control,21/07/2013
10000065,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1240,NZ Maint - Machine,Machine Maintenance,29/03/2014
10000066,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,3/08/2013
10000067,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1100,NZ Batch,Raw Material,2/08/2008
10000069,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1110,NZ Melt,Process Control,26/06/2000
10000070,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Wages Other,1300,NZ Finance,Purchasing,3/06/2000
10000072,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming C Shift,27/07/2005
10000073,Auto Terminations,Dismissal,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Wages Other,1360,NZ Sales,Marketing,14/11/2000
10000080,Termination (HR checklist),Retrenchment,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1190,NZ Resort,Quality Control,1/07/2017
10000081,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,28/06/2014
10000081,Auto Terminations,Contract Expired,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming C Shift,5/12/2014
10000082,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1240,NZ Maint - Machine,Machine Maintenance,20/02/2016
10000082,Auto Terminations,Contract Expired,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1260,NZ Plant Engineering,Engineering,1/04/2016
10000083,Auto Terminations,Retrenchment (NZ Only 2010+),1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming B Shift,24/06/2004
10000084,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1190,NZ Resort,Quality Control,4/11/2006
10000085,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1190,NZ Resort,Resort - Day,18/04/2015
10000089,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,12/07/2006
10000090,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1240,NZ Maint - Machine,Machine Maintenance,3/07/2004
10000093,Auto Terminations,Contract Expired,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming A Shift,31/07/2015
10000094,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming C Shift,22/02/2016
10000096,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1220,NZ Maint - General,Plant Maintenance,1/01/2013
10000098,Auto Terminations,Retrenchment (NZ Only 2010+),1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,22/06/2004
10000099,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1235,NZ Maint - Elec Insp,Electrical Inspection,1/11/2018
10000100,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,11/06/2013
10000101,Auto Terminations,Dismissal,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products D Shift,6/02/2002
10000102,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products C Shift,28/02/2010
10000103,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1240,NZ Maint - Machine,Machine Maintenance,15/01/2000
10000105,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,NewZealandShift,1130,NZ Forming,Forming B Shift,3/09/2017
10000106,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1240,NZ Maint - Machine,Machine Maintenance,25/08/2001
10000109,Auto Terminations,Retrenchment (NZ Only 2010+),1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,29/05/2004
10000110,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,25/04/2016
10000111,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1190,NZ Resort,Resort - Day,30/06/2016
10000113,Auto Terminations,Contract Expired,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1170,NZ Pack,Temporary Resort,13/03/2001
10000115,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products D Shift,7/10/2016
10000117,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1240,NZ Maint - Machine,Machine Maintenance,19/04/2008
10000118,Auto Terminations,Dismissal,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products D Shift,23/02/2010
10000119,Auto Terminations,Contract Expired,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1160,NZ Inspect,Temporary Resort,2/11/1999
10000121,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming B Shift,11/07/2017
10000122,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming A Shift,8/02/2012
10000124,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1100,NZ Batch,Raw Material,1/05/2004
10000125,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Elec,1230,NZ Maint - Elec Plan,Electrical,30/04/2016
10000126,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1220,NZ Maint - General,Plant Maintenance,30/04/2001
10000127,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products D Shift,17/05/2014
10000130,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming C Shift,23/07/2011
10000131,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products C Shift,28/05/2013
10000134,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1240,NZ Maint - Machine,Machine Maintenance,10/02/2018
10000135,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Elec,1230,NZ Maint - Elec Plan,Electrical,15/01/2000
10000136,Auto Terminations,Company Sold,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1310,NZ Non Operating,Consumer Products,1/02/2000
10000137,Auto Terminations,Non SAP Company Transfer,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1580,NZ Warehousing,Logistics,1/06/2005
10000138,Auto Terminations,Retrenchment (NZ Only 2010+),1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1130,NZ Forming,Forming Services,1/12/1999
10000139,Auto Terminations,Deceased,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1270,NZ Manufacturing,Administration,1/04/2011
10000140,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1580,NZ Warehousing,Supply Chain,1/12/2011
10000142,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1360,NZ Sales,Sales,1/05/2018
10000143,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1300,NZ Finance,Finance,29/05/2004
10000144,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1230,NZ Maint - Elec Plan,Electrical,1/09/2017
10000145,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1100,NZ Batch,Batch & Furnace,11/12/1999
10000146,Auto Terminations,Company Sold,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1310,NZ Non Operating,Consumer Products,1/02/2000
10000147,Auto Terminations,Non SAP Company Transfer,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1300,NZ Finance,Information Technology,11/03/2000
10000148,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1270,NZ Manufacturing,Batch & Furnace,1/01/2001
10000149,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1280,NZ Cust Tech Serv,Customer Technical Services,4/09/2000
10000150,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,NewZealandShift,1160,NZ Inspect,Finished Products A Shift,10/04/2002
10000151,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1580,NZ Warehousing,Purchasing,28/08/2010
10000152,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1120,NZ Forming Services,Forming,16/04/2019
10000153,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Wages Other,1310,NZ Non Operating,Manufacturing,3/12/2001
10000154,Auto Terminations,Retrenchment (NZ Only 2010+),1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1300,NZ Finance,Information Technology,1/11/1999
10000155,Auto Terminations,Retrenchment (NZ Only 2010+),1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1355,NZ Bus Sustainabilit,Business Sustainability & Environmental,2/11/2011
10000157,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1120,NZ Forming Services,Forming,14/09/2013
10000158,Auto Terminations,Approved Early Retirement,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1220,NZ Maint - General,Engineering,24/01/2001
10000159,Auto Terminations,Resignation,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1270,NZ Manufacturing,Manufacturing,1/11/2002
10000160,Auto Terminations,Retrenchment (NZ Only 2010+),1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1580,NZ Warehousing,Supply Chain,28/10/2017
